================================================================
BIO-REACTOR LSTM MODEL PERFORMANCE REPORT
================================================================

STATE VARIABLE       | MSE (Mean Sq. Error) | MAE (Mean Abs. Error) | R2 Score  
1.9128     | 14.554884       | 14.554825       | 0.000060       
1.9208     | 14.553468       | 14.553392       | 0.000076       
1.9288     | 14.552030       | 14.551939       | 0.000091       
1.9368     | 14.550568       | 14.550464       | 0.000104       
1.9448     | 14.549083       | 14.548964       | 0.000120       
1.9528     | 14.547575       | 14.547442       | 0.000132       
1.9608     | 14.546042       | 14.545897       | 0.000146       
1.9688     | 14.544485       | 14.544328       | 0.000158       
1.9768     | 14.542904       | 14.542734       | 0.000170       
1.9848     | 14.541298       | 14.541115       | 0.000183       
1.9928     | 14.539666       | 14.539473       | 0.000193       

--- STATE: SO4 ---
Time (h)   | True            | Pred            | Diff           
------------------------------------------------------------
0.4002     | 5.831170        | 5.831644        | 0.000473       
0.4082     | 5.833769        | 5.834138        | 0.000369       
0.4162     | 5.836367        | 5.836615        | 0.000248       
0.4242     | 5.838963        | 5.839083        | 0.000119       
0.4322     | 5.841559        | 5.841548        | 0.000010       
0.4402     | 5.844153        | 5.844019        | 0.000133       
0.4482     | 5.846746        | 5.846501        | 0.000245       
0.4562     | 5.849337        | 5.848998        | 0.000340       
0.4642     | 5.851928        | 5.851512        | 0.000416       
0.4722     | 5.854517        | 5.854044        | 0.000472       
0.4802     | 5.857105        | 5.856595        | 0.000510       
0.4882     | 5.859691        | 5.859164        | 0.000527       
0.4962     | 5.862276        | 5.861749        | 0.000527       
0.5042     | 5.864860        | 5.864349        | 0.000511       
0.5122     | 5.867442        | 5.866962        | 0.000480       
0.5202     | 5.870023        | 5.869587        | 0.000436       
0.5282     | 5.872603        | 5.872220        | 0.000383       
0.5362     | 5.875181        | 5.874861        | 0.000320       
0.5442     | 5.877758        | 5.877506        | 0.000251       
0.5522     | 5.880333        | 5.880154        | 0.000179       
0.5602     | 5.882907        | 5.882803        | 0.000103       
0.5682     | 5.885479        | 5.885452        | 0.000027       
0.5762     | 5.888050        | 5.888099        | 0.000049       
0.5842     | 5.890620        | 5.890742        | 0.000123       
0.5922     | 5.893187        | 5.893381        | 0.000194       
0.6002     | 5.895753        | 5.896015        | 0.000261       
0.6082     | 5.898318        | 5.898641        | 0.000323       
0.6162     | 5.900880        | 5.901260        | 0.000380       
0.6242     | 5.903441        | 5.903872        | 0.000430       
0.6323     | 5.906001        | 5.906475        | 0.000474       
0.6403     | 5.908558        | 5.909069        | 0.000511       
0.6483     | 5.911114        | 5.911655        | 0.000541       
0.6563     | 5.913668        | 5.914232        | 0.000564       
0.6643     | 5.916221        | 5.916801        | 0.000580       
0.6723     | 5.918771        | 5.919361        | 0.000590       
0.6803     | 5.921320        | 5.921913        | 0.000593       
0.6883     | 5.923867        | 5.924457        | 0.000590       
0.6963     | 5.926412        | 5.926993        | 0.000581       
0.7043     | 5.928955        | 5.929523        | 0.000567       
0.7123     | 5.931496        | 5.932045        | 0.000548       
0.7203     | 5.934036        | 5.934560        | 0.000525       
0.7283     | 5.936573        | 5.937071        | 0.000498       
0.7363     | 5.939107        | 5.939575        | 0.000467       
0.7443     | 5.941640        | 5.942073        | 0.000433       
0.7523     | 5.944171        | 5.944566        | 0.000395       
0.7603     | 5.946699        | 5.947055        | 0.000356       
0.7683     | 5.949226        | 5.949540        | 0.000314       
0.7763     | 5.951750        | 5.952022        | 0.000272       
0.7843     | 5.954272        | 5.954499        | 0.000227       
0.7923     | 5.956792        | 5.956974        | 0.000182       
0.8003     | 5.959309        | 5.959446        | 0.000137       
0.8083     | 5.961824        | 5.961918        | 0.000094       
0.8163     | 5.964337        | 5.964386        | 0.000049       
0.8243     | 5.966848        | 5.966854        | 0.000006       
0.8323     | 5.969356        | 5.969320        | 0.000036       
0.8403     | 5.971862        | 5.971785        | 0.000077       
0.8483     | 5.974365        | 5.974250        | 0.000115       
0.8563     | 5.976865        | 5.976714        | 0.000151       
0.8643     | 5.979363        | 5.979178        | 0.000185       
0.8723     | 5.981858        | 5.981641        | 0.000217       
0.8804     | 5.984350        | 5.984104        | 0.000246       
0.8884     | 5.986840        | 5.986567        | 0.000273       
0.8964     | 5.989327        | 5.989030        | 0.000297       
0.9044     | 5.991811        | 5.991492        | 0.000318       
0.9124     | 5.994292        | 5.993954        | 0.000338       
0.9204     | 5.996770        | 5.996417        | 0.000354       
0.9284     | 5.999245        | 5.998879        | 0.000367       
0.9364     | 6.001718        | 6.001340        | 0.000377       
0.9444     | 6.004187        | 6.003802        | 0.000385       
0.9524     | 6.006654        | 6.006262        | 0.000391       
0.9604     | 6.009117        | 6.008722        | 0.000395       
0.9684     | 6.011577        | 6.011182        | 0.000395       
0.9764     | 6.014033        | 6.013640        | 0.000393       
0.9844     | 6.016487        | 6.016097        | 0.000389       
0.9924     | 6.018936        | 6.018553        | 0.000383       
1.0004     | 6.021383        | 6.021008        | 0.000375       
1.0084     | 6.023826        | 6.023461        | 0.000365       
1.0164     | 6.026265        | 6.025912        | 0.000353       
1.0244     | 6.028701        | 6.028362        | 0.000339       
1.0324     | 6.031133        | 6.030809        | 0.000324       
1.0404     | 6.033562        | 6.033254        | 0.000308       
1.0484     | 6.035987        | 6.035695        | 0.000291       
1.0564     | 6.038408        | 6.038134        | 0.000274       
1.0644     | 6.040825        | 6.040570        | 0.000255       
1.0724     | 6.043238        | 6.043003        | 0.000236       
1.0804     | 6.045648        | 6.045431        | 0.000217       
1.0884     | 6.048053        | 6.047856        | 0.000197       
1.0964     | 6.050455        | 6.050277        | 0.000177       
1.1044     | 6.052852        | 6.052694        | 0.000158       
1.1124     | 6.055245        | 6.055106        | 0.000139       
1.1204     | 6.057634        | 6.057513        | 0.000120       
1.1285     | 6.060018        | 6.059916        | 0.000102       
1.1365     | 6.062399        | 6.062314        | 0.000085       
1.1445     | 6.064774        | 6.064706        | 0.000068       
1.1525     | 6.067146        | 6.067092        | 0.000054       
1.1605     | 6.069512        | 6.069473        | 0.000039       
1.1685     | 6.071875        | 6.071848        | 0.000026       
1.1765     | 6.074232        | 6.074218        | 0.000014       
1.1845     | 6.076585        | 6.076581        | 0.000004       
1.1925     | 6.078932        | 6.078937        | 0.000005       
1.2005     | 6.081274        | 6.081287        | 0.000013       
1.2085     | 6.083610        | 6.083632        | 0.000022       
1.2165     | 6.085941        | 6.085970        | 0.000029       
1.2245     | 6.088267        | 6.088304        | 0.000036       
1.2325     | 6.090588        | 6.090630        | 0.000042       
1.2405     | 6.092903        | 6.092950        | 0.000047       
1.2485     | 6.095212        | 6.095263        | 0.000051       
1.2565     | 6.097516        | 6.097571        | 0.000055       
1.2645     | 6.099814        | 6.099872        | 0.000057       
1.2725     | 6.102107        | 6.102166        | 0.000060       
1.2805     | 6.104393        | 6.104454        | 0.000061       
1.2885     | 6.106674        | 6.106734        | 0.000060       
1.2965     | 6.108948        | 6.109007        | 0.000059       
1.3045     | 6.111216        | 6.111274        | 0.000058       
1.3125     | 6.113479        | 6.113534        | 0.000055       
1.3205     | 6.115734        | 6.115787        | 0.000053       
1.3285     | 6.117984        | 6.118032        | 0.000049       
1.3365     | 6.120227        | 6.120271        | 0.000045       
1.3445     | 6.122463        | 6.122502        | 0.000039       
1.3525     | 6.124692        | 6.124727        | 0.000034       
1.3605     | 6.126915        | 6.126943        | 0.000028       
1.3685     | 6.129131        | 6.129152        | 0.000021       
1.3766     | 6.131340        | 6.131354        | 0.000014       
1.3846     | 6.133542        | 6.133548        | 0.000006       
1.3926     | 6.135737        | 6.135736        | 0.000001       
1.4006     | 6.137924        | 6.137914        | 0.000010       
1.4086     | 6.140105        | 6.140086        | 0.000019       
1.4166     | 6.142275        | 6.142249        | 0.000026       
1.4246     | 6.144437        | 6.144405        | 0.000032       
1.4326     | 6.146591        | 6.146554        | 0.000037       
1.4406     | 6.148737        | 6.148695        | 0.000042       
1.4486     | 6.150875        | 6.150829        | 0.000045       
1.4566     | 6.153004        | 6.152956        | 0.000049       
1.4646     | 6.155125        | 6.155074        | 0.000051       
1.4726     | 6.157237        | 6.157185        | 0.000052       
1.4806     | 6.159340        | 6.159288        | 0.000053       
1.4886     | 6.161435        | 6.161383        | 0.000052       
1.4966     | 6.163520        | 6.163470        | 0.000050       
1.5046     | 6.165596        | 6.165548        | 0.000049       
1.5126     | 6.167663        | 6.167618        | 0.000046       
1.5206     | 6.169721        | 6.169679        | 0.000042       
1.5286     | 6.171769        | 6.171731        | 0.000037       
1.5366     | 6.173807        | 6.173775        | 0.000032       
1.5446     | 6.175835        | 6.175809        | 0.000025       
1.5526     | 6.177853        | 6.177835        | 0.000019       
1.5606     | 6.179861        | 6.179850        | 0.000011       
1.5686     | 6.181859        | 6.181856        | 0.000003       
1.5766     | 6.183846        | 6.183852        | 0.000006       
1.5846     | 6.185823        | 6.185839        | 0.000016       
1.5926     | 6.187789        | 6.187815        | 0.000027       
1.6006     | 6.189744        | 6.189781        | 0.000037       
1.6086     | 6.191688        | 6.191737        | 0.000049       
1.6166     | 6.193620        | 6.193681        | 0.000060       
1.6246     | 6.195542        | 6.195615        | 0.000073       
1.6327     | 6.197450        | 6.197536        | 0.000087       
1.6407     | 6.199344        | 6.199448        | 0.000104       
1.6487     | 6.201226        | 6.201347        | 0.000121       
1.6567     | 6.203095        | 6.203234        | 0.000139       
1.6647     | 6.204952        | 6.205108        | 0.000156       
1.6727     | 6.206796        | 6.206969        | 0.000173       
1.6807     | 6.208626        | 6.208817        | 0.000191       
1.6887     | 6.210444        | 6.210651        | 0.000208       
1.6967     | 6.212247        | 6.212473        | 0.000225       
1.7047     | 6.214038        | 6.214280        | 0.000242       
